1,ez,29.60359,0,1,0,0.03826854,1.573117,-0.1493118,-0.2191378,-0.0418359,-0.9747969,0,0,0,0,0,0,0,1,0.1,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.61677,0,1,0,0.03820518,1.573112,-0.1492832,-0.2193644,-0.04207994,-0.9747353,0,0,0,0,0,0,0,1,0.2,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.62523,0,1,0,0.03811473,1.573074,-0.1493893,-0.2195969,-0.04231047,-0.9746732,0,0,0,0,0,0,0,1,0.3,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.63398,0,1,0,0.03795742,1.573071,-0.1495564,-0.2196,-0.04271165,-0.9746549,0,0,0,0,0,0,0,1,0.4,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.64314,0,1,0,0.03785928,1.573013,-0.1498008,-0.2196858,-0.04340302,-0.9746049,0,0,0,0,0,0,0,1,0.5,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.65181,0,1,0,0.03775976,1.572948,-0.1499353,-0.2198381,-0.04375708,-0.9745548,0,0,0,0,0,0,0,1,0.6,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.66189,0,1,0,0.03772343,1.572883,-0.1499833,-0.2198956,-0.04388188,-0.9745363,0,0,0,0,0,0,0,1,0.7,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.67744,0,1,0,0.03766878,1.572835,-0.1501541,-0.2200351,-0.04435277,-0.9744834,0,0,0,0,0,0,0,1,0.8000001,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.68577,0,1,0,0.03757059,1.572826,-0.1503203,-0.220228,-0.04490448,-0.9744145,0,0,0,0,0,0,0,1,0.9000001,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.69492,0,1,0,0.03749588,1.572756,-0.1504852,-0.2203019,-0.04568267,-0.9743617,0,0,0,0,0,0,0,1,1,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.71618,0,1,0,0.03744578,1.572651,-0.1505813,-0.220761,-0.04618188,-0.9742343,0,0,0,0,0,0,0,1,1.1,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.72717,0,1,0,0.03740491,1.572594,-0.1507188,-0.2207544,-0.04686467,-0.9742032,0,0,0,0,0,0,0,1,1.2,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.7361,0,1,0,0.03734693,1.57258,-0.1508661,-0.220894,-0.04747593,-0.9741419,0,0,0,0,0,0,0,1,1.3,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.74436,0,1,0,0.037276,1.572548,-0.1510172,-0.2207905,-0.04757144,-0.9741607,0,0,0,0,0,0,0,1,1.4,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.75279,0,1,0,0.03723942,1.572538,-0.1511595,-0.2211175,-0.04761606,-0.9740844,0,0,0,0,0,0,0,1,1.5,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.76417,0,1,0,0.03715129,1.57246,-0.1512672,-0.2212504,-0.04745783,-0.9740618,0,0,0,0,0,0,0,1,1.6,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.77251,0,1,0,0.03709823,1.572491,-0.1513115,-0.2211466,-0.04732423,-0.974092,0,0,0,0,0,0,0,1,1.7,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.78378,0,1,0,0.03716515,1.572378,-0.1514078,-0.2213168,-0.0475091,-0.9740444,0,0,0,0,0,0,0,1,1.8,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.79749,0,1,0,0.03701863,1.572451,-0.1516585,-0.2212438,-0.04801111,-0.9740363,0,0,0,0,0,0,0,1,1.9,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.80653,0,1,0,0.03694564,1.57245,-0.1517735,-0.2212256,-0.04844868,-0.9740187,0,0,0,0,0,0,0,1,2,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.8172,0,1,0,0.03675587,1.572366,-0.152026,-0.2211159,-0.04875118,-0.9740285,0,0,0,0,0,0,0,1,2.1,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.82798,0,1,0,0.03671449,1.572347,-0.15218,-0.2213128,-0.04907505,-0.9739676,0,0,0,0,0,0,0,1,2.2,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.83924,0,1,0,0.03659237,1.572258,-0.1523592,-0.2215327,-0.04921611,-0.9739105,0,0,0,0,0,0,0,1,2.3,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.85066,0,1,0,0.03653384,1.57226,-0.1524877,-0.2218105,-0.04946415,-0.9738346,0,0,0,0,0,0,0,1,2.4,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.86156,0,1,0,0.03651562,1.572176,-0.1525772,-0.221867,-0.0499377,-0.9737974,0,0,0,0,0,0,0,1,2.5,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.87248,0,1,0,0.03648906,1.572143,-0.1526753,-0.222147,-0.05010628,-0.973725,0,0,0,0,0,0,0,1,2.6,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.8835,0,1,0,0.03646103,1.572124,-0.1527861,-0.2222172,-0.05058706,-0.9736842,0,0,0,0,0,0,0,1,2.7,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.89465,0,1,0,0.03644187,1.572058,-0.1528766,-0.222355,-0.05082362,-0.9736404,0,0,0,0,0,0,0,1,2.799999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.90977,0,1,0,0.03641563,1.57207,-0.1529277,-0.2226875,-0.05099349,-0.9735555,0,0,0,0,0,0,0,1,2.899999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.91986,0,1,0,0.03646177,1.571989,-0.1529913,-0.2227282,-0.05111011,-0.9735402,0,0,0,0,0,0,0,1,2.999999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.92803,0,1,0,0.03650428,1.571979,-0.1531068,-0.2226534,-0.05121015,-0.973552,0,0,0,0,0,0,0,1,3.099999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.93953,0,1,0,0.03655585,1.571979,-0.1531864,-0.2224833,-0.05162802,-0.9735688,0,0,0,0,0,0,0,1,3.199999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.9507,0,1,0,0.03660179,1.57191,-0.1533399,-0.2218424,-0.05164356,-0.9737143,0,0,0,0,0,0,0,1,3.299999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.97032,0,1,0,0.03661228,1.571961,-0.1534375,-0.2214928,-0.05207688,-0.9737707,0,0,0,0,0,0,0,1,3.399999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.97858,0,1,0,0.03659053,1.571947,-0.1535663,-0.2209165,-0.05243291,-0.9738825,0,0,0,0,0,0,0,1,3.499999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,29.98791,0,1,0,0.03660046,1.571919,-0.153572,-0.2201798,-0.05285661,-0.9740263,0,0,0,0,0,0,0,1,3.599999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,30.00631,0,1,0,0.03672906,1.571913,-0.1535966,-0.2195669,-0.05338211,-0.9741362,0,0,0,0,0,0,0,1,3.699999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
1,ez,30.02959,0,1,0,0.03681553,1.571895,-0.1536285,-0.2187665,-0.05371605,-0.9742979,0,0,0,0,0,0,0,1,3.799999,0.06353839,0,-0.1268343,0.1268343,0,0.06353841,-0.008006254,0,-0.9999679,0.9999679,0,-0.008006135,null
