1.1,4,10.85847,0,1,0,0.573859,1.678306,0.0004681349,0.9985331,-0.04385057,0.03176224,0,0,0,0,0,0,0,1,0.1,0.573859,0,0.0004681768,-0.001024796,0,0.5739726,0.9994945,0,0.03179276,-0.01657601,0,0.9998626,null
1.1,4,10.87865,0,1,0,0.5739093,1.678246,0.0005112952,0.9985191,-0.04403094,0.03195615,0,0,0,0,0,0,0,1,0.2,0.5739093,0,0.0005113306,-0.001067179,0,0.5740236,0.9994883,0,0.0319871,-0.01677042,0,0.9998593,null
1.1,4,10.88951,0,1,0,0.57385,1.678275,0.0005950071,0.9984967,-0.04454545,0.03194191,0,0,0,0,0,0,0,1,0.3,0.57385,0,0.0005950155,-0.001151756,0,0.5739655,0.9994887,0,0.03197359,-0.01675691,0,0.9998596,null
1.1,4,10.90558,0,1,0,0.5740023,1.67821,0.000646635,0.9984777,-0.04464693,0.03238985,0,0,0,0,0,0,0,1,0.4,0.5740022,0,0.0006466927,-0.001201111,0,0.5741186,0.9994754,0,0.03238766,-0.01717113,0,0.9998525,null
1.1,4,10.91634,0,1,0,0.5740883,1.678222,0.0006649066,0.9984598,-0.04479364,0.03273739,0,0,0,0,0,0,0,1,0.5,0.5740882,0,0.0006649606,-0.001218105,0,0.5742049,0.999464,0,0.03273576,-0.01748492,0,0.9998472,null
1.1,4,10.92424,0,1,0,0.574215,1.678217,0.0007235548,0.998452,-0.04501042,0.03267641,0,0,0,0,0,0,0,1,0.6,0.574215,0,0.000723578,-0.001274818,0,0.5743325,0.9994649,0,0.03270939,-0.01742408,0,0.9998482,null
1.1,4,10.93274,0,1,0,0.5743142,1.678222,0.0007252246,0.9984465,-0.04500297,0.03285688,0,0,0,0,0,0,0,1,0.7,0.5743142,0,0.000725247,-0.00127497,0,0.5744317,0.999459,0,0.03289015,-0.01760492,0,0.999845,null
1.1,4,10.94105,0,1,0,0.5743846,1.678225,0.000766064,0.9984502,-0.04490646,0.03287646,0,0,0,0,0,0,0,1,0.8000001,0.5743846,0,0.0007660761,-0.001314719,0,0.5745027,0.9994584,0,0.03290945,-0.01762422,0,0.9998447,null
1.1,4,10.95733,0,1,0,0.5745063,1.678209,0.0007297518,0.9984317,-0.04509148,0.03317965,0,0,0,0,0,0,0,1,0.9000001,0.5745063,0,0.0007297173,-0.001276503,0,0.5746238,0.9994483,0,0.03321322,-0.01792811,0,0.9998392,null
1.1,4,10.96546,0,1,0,0.5746089,1.678219,0.0007286686,0.9984271,-0.0452514,0.03310209,0,0,0,0,0,0,0,1,1,0.5746089,0,0.000728704,-0.001273921,0,0.5747265,0.9994509,0,0.03313586,-0.01785072,0,0.9998406,null
1.1,4,10.98035,0,1,0,0.5747161,1.678218,0.000734075,0.998423,-0.04532705,0.03312125,0,0,0,0,0,0,0,1,1.1,0.5747161,0,0.0007340685,-0.001277646,0,0.5748337,0.9994503,0,0.0331552,-0.01787007,0,0.9998403,null
1.1,4,10.98859,0,1,0,0.5747371,1.67822,0.0007288856,0.9984106,-0.0453328,0.03348846,0,0,0,0,0,0,0,1,1.2,0.5747371,0,0.0007289425,-0.0012722,0,0.5748546,0.9994391,0,0.03348837,-0.01820337,0,0.9998343,null
1.1,4,10.99843,0,1,0,0.5748301,1.678231,0.0007189941,0.9984072,-0.04539082,0.03351147,0,0,0,0,0,0,0,1,1.3,0.5748301,0,0.0007189922,-0.001260867,0,0.5749474,0.9994372,0,0.0335459,-0.01822647,0,0.9998339,null
