5.8849,
5.9061,
5.9308,
5.9515,
5.9731,
5.9973,
6.0190,
6.0406,
6.0674,
6.0840,
6.1066,
10.8894,
10.9028,
10.9151,
10.9261,
10.9372,
10.9486,
10.9596,
10.9696,
10.9842,
10.9965,
11.0083,
11.0200,
11.0307,
11.0430,
11.0603,
11.0706,
11.0823,
11.0941,
11.1047,
11.1171,
11.1286,
11.1445,
11.1592,
11.1721,
11.1837,
11.1958,
11.2061,
11.2163,
11.2275,
11.2432,
11.2560,
11.2669,
11.2775,
11.2893,
11.3007,
11.3154,
11.3277,
11.3383,
11.3495,
11.3705,
16.0626,
16.0739,
16.0898,
16.1012,
16.1112,
16.1210,
16.1337,
16.1443,
16.1574,
16.1711,
16.1862,
16.1980,
16.2085,
16.2185,
16.2296,
16.2400,
16.2563,
16.2664,
16.2771,
16.2882,
16.2990,
16.3109,
16.3225,
20.9392,
20.9507,
20.9635,
20.9763,
20.9890,
21.0011,
21.0190,
21.0308,
21.0408,
21.0534,
21.0666,
21.0791,
21.0965,
21.1066,
21.1176,
21.1334,
21.1569,
21.1791,
21.2000,
21.2218,
21.2454,
21.2695,
21.2879,
21.3122,
21.3338,
21.3547,
29.0920,
29.1078,
29.1187,
29.1300,
29.1419,
29.1535,
29.1670,
29.1788,
29.1911,
29.2083,
29.2186,
29.2294,
29.2416,
29.2522,
29.2632,
29.2753,
29.2910,
29.3017,
29.3148,
29.3271,
29.3375,
29.3495,
37.2603,
37.2709,
37.2804,
37.2911,
37.3150,
37.3380,
37.3585,
37.3804,
37.4030,
37.4256,
37.4494,
37.4700,
37.4942,

