,AF3,AF4,Fp1,Fp2,AF7,AF8
0,-0.0125752510502934,0.0168385393917561,-0.00551990559324622,-0.00641510728746653,-0.0349142923951149,0.0506804026663303
1,-0.0127224279567599,0.0144684016704559,-0.0059022051282227,-0.00880739558488131,-0.0351062677800655,0.0463171936571598
2,-0.0142000392079353,0.0119518283754587,-0.0078707467764616,-0.011946034617722,-0.0350352451205254,0.0416488796472549
3,-0.0163368098437786,0.0110338442027569,-0.00977842696011066,-0.0143050933256745,-0.033348061144352,0.0395249277353287
4,-0.0165714491158724,0.0129190813750029,-0.00945859495550394,-0.014009709469974,-0.0293938368558884,0.0417595840990543
5,-0.0130428811535239,0.0171080995351076,-0.00621960964053869,-0.0106830904260278,-0.0246028881520033,0.0469019487500191
6,-0.00814077071845531,0.0212498046457767,-0.00207810057327151,-0.00579218612983823,-0.0225038155913353,0.0512670874595642
7,-0.00488762557506561,0.0233086943626404,0.00109103252179921,-0.00105369254015386,-0.0227240417152643,0.0525690801441669
8,-0.00334809953346848,0.0224730689078569,0.0029930027667433,0.00167137396056205,-0.0204810928553343,0.0506176166236401
9,-0.00224192766472697,0.0195936746895313,0.00394462002441287,0.00152673514094204,-0.0145612768828869,0.0462781339883804
10,-0.00132987566757947,0.0169235281646252,0.00346696190536022,-0.00157180347014219,-0.00992078427225351,0.04088494181633
11,-0.0011512323981151,0.0159633867442608,0.00182892708107829,-0.0061479015275836,-0.00931061245501041,0.03654969856143
12,-0.00186134618707001,0.0164370108395815,-5.47423405805603E-05,-0.00950518343597651,-0.0111255273222923,0.034845482558012
13,-0.00289318477734923,0.017515379935503,-0.0021457253023982,-0.0113521795719862,-0.0145871508866549,0.0353272445499897
14,-0.00356581364758313,0.0182740539312363,-0.00356413284316659,-0.0123965078964829,-0.0187205392867327,0.0365758240222931
15,-0.00394821399822831,0.0175281055271626,-0.00361785339191556,-0.0125973718240857,-0.0208224840462208,0.037238784134388
16,-0.00433694152161479,0.0153883034363389,-0.00276080705225468,-0.0121620995923877,-0.0189549438655376,0.0368463844060898
17,-0.0052748192101717,0.0134595073759556,-0.00176345184445381,-0.0113529907539487,-0.0156177310273051,0.0365008413791656
18,-0.00689727300778031,0.0128933368250728,-0.00113139650784433,-0.010184814222157,-0.0144892251119018,0.0378317832946777
19,-0.00919311679899693,0.0132954018190503,-0.00129588111303747,-0.00864712242037058,-0.0163203943520784,0.0412227846682072
20,-0.0120532223954797,0.0137206390500069,-0.00223920471034944,-0.00694123562425375,-0.0193685237318277,0.0454280562698841
21,-0.0133354654535651,0.0148017220199108,-0.00225062272511423,-0.00512354727834463,-0.0202302876859903,0.0492487736046314
22,-0.0118927313014865,0.0176155027002096,-0.000610840099398047,-0.00310909934341908,-0.0187869463115931,0.0531680919229984
23,-0.00970718171447515,0.021160701289773,0.00140588614158332,-0.00136933603789657,-0.0178456641733646,0.0570773966610432
24,-0.00810336228460073,0.0230348203331232,0.00266928924247622,-0.00134337029885501,-0.0177227724343538,0.0577984414994717
25,-0.0074961232021451,0.0219998583197594,0.00232687685638666,-0.0033149637747556,-0.0182750225067139,0.0541557818651199
26,-0.00746205030009151,0.0196513179689646,0.00153302843682468,-0.00453961780294776,-0.018390579149127,0.0498666167259216
27,-0.00589177804067731,0.0176519192755222,0.00312766572460532,-0.00317531730979681,-0.0142327193170786,0.0462429113686085
28,-0.00320809218101203,0.0153699032962322,0.00729139894247055,-0.000709470885340124,-0.00599652621895075,0.0414105877280235
29,-0.00193483231123537,0.0121427467092872,0.0121463742107153,0.000662230188027024,0.00353151466697454,0.0356485135853291
30,-0.0022124950774014,0.00924887880682945,0.0165090337395668,0.000188429286936298,0.012894275598228,0.0311524327844381
31,-0.00306913233362138,0.00847148708999157,0.0180129818618298,-0.00183722039218992,0.0170446652919054,0.0303078293800354
32,-0.00395264942198992,0.00953221786767244,0.0148977963253856,-0.00497940415516496,0.0129411853849888,0.0327039659023285
33,-0.00476457551121712,0.0106779523193836,0.00936810113489628,-0.00799600407481194,0.00486283050850034,0.0348960794508457
34,-0.00560883432626724,0.0114210639148951,0.0043978001922369,-0.00921860337257385,-0.00216439086943865,0.0353566743433475
35,-0.00618877122178674,0.0126871904358268,0.00161058641970158,-0.00812108255922794,-0.0064050923101604,0.0356405377388
36,-0.00606627995148301,0.0145048052072525,0.00220731995068491,-0.00516289286315441,-0.00786895211786032,0.0371225923299789
37,-0.00530774192884564,0.0159013513475657,0.00552647886797786,-0.00107065809424967,-0.00718854553997517,0.0394752249121666
38,-0.00531089538708329,0.0159562733024359,0.00780009524896741,0.00201551080681384,-0.00726513518020511,0.0411687232553959
39,-0.00578238721936941,0.0146365603432059,0.00727713294327259,0.00226740492507815,-0.00838479027152061,0.0410359054803848
40,-0.00544887082651258,0.0128334099426866,0.0057815657928586,0.00048050913028419,-0.00776181556284428,0.0400980487465858
41,-0.00533227296546102,0.0107058892026544,0.00432498333975673,-0.00217487080954015,-0.00564476614817977,0.0394350849092007
42,-0.005908262450248,0.00823388714343309,0.00325987185351551,-0.0051643680781126,-0.00366953713819385,0.0379645824432373
43,-0.00643383292481303,0.00669752946123481,0.00328787043690681,-0.00743207801133394,-0.00241449777968228,0.0354790017008781
44,-0.00650710705667734,0.00688560865819454,0.00461257575079799,-0.0077658174559474,-0.0014828423736617,0.0331574343144894
45,-0.00640283618122339,0.00775692518800497,0.00638550380244851,-0.00631208159029484,-0.00164091808255762,0.03082225471735
