9.4209,
9.4363,
9.4509,
9.4662,
9.4819,
9.4969,
9.5189,
9.5356,
9.5638,
9.5799,
9.6047,
9.6205,
9.6352,
9.6513,
9.6659,
9.6893,
18.6858,
18.7133,
18.7503,
18.7958,
18.8126,
18.8362,
18.8628,
18.8814,
18.9019,
18.9420,
18.9556,
18.9691,
18.9913,
19.0120,
19.0356,
19.0585,
19.0932,
19.1099,
19.1312,
19.1470,
19.1695,
31.3019,
31.3192,
31.3508,
31.3858,
31.4243,
31.4648,
36.0458,
36.0622,
36.0774,
36.0936,
36.1118,
36.1268,
36.1424,
36.1564,
36.1924,
36.2079,
36.2235,
36.2380,
36.2517,
36.2658,
36.2864,
36.3016,
36.3173,
36.3464,
36.3633,
36.3842,
36.3990,
36.4166,
36.4327,
36.4481,
36.4685,
36.4961,
36.5124,
36.5294,
36.5516,
36.5670,
36.5795,
41.3029,
41.3267,
41.3593,
41.3789,
41.3923,
41.4141,
41.4371,
41.4650,
41.4807,
41.5180,
41.5328,
41.5469,
41.5733,
41.5906,
41.6133,
41.6350,
41.6703,
41.6870,
41.7044,

