2,5,9.989558,0,1,0,0.02225928,1.571594,-0.02502386,0.9964309,0.06770433,-0.05041543,0,0,0,0,0,0,0,1,0.1,0.02225928,0,-0.02502386,0.02535317,0,0.021941,0.9987225,0,-0.05053159,0.02141368,0,0.9997706,null
2,5,10.00904,0,1,0,0.02226465,1.571639,-0.02497172,0.9964707,0.06737301,-0.05007105,0,0,0,0,0,0,0,1,0.2,0.02226465,0,-0.02497172,0.02530089,0,0.02194484,0.99874,0,-0.05018516,0.02106689,0,0.999778,null
2,5,10.01697,0,1,0,0.02222617,1.571651,-0.0249455,0.9964892,0.06735682,-0.04972456,0,0,0,0,0,0,0,1,0.3,0.02222617,0,-0.0249455,0.02527581,0,0.02190561,0.9987574,0,-0.04983783,0.0207192,0,0.9997853,null
2,5,10.02506,0,1,0,0.02218438,1.571646,-0.02493762,0.9965206,0.06743623,-0.04898273,0,0,0,0,0,0,0,1,0.4,0.02218438,0,-0.02493762,0.02526915,0,0.02186361,0.9987771,0,-0.04943934,0.0203203,0,0.9997935,null
2,5,10.03322,0,1,0,0.02214924,1.571596,-0.02493776,0.9965301,0.06740876,-0.04882699,0,0,0,0,0,0,0,1,0.5,0.02218438,0,-0.02493762,0.02526915,0,0.02186361,0.9987771,0,-0.04943934,0.0203203,0,0.9997935,null
2,5,10.04078,0,1,0,0.02206163,1.571594,-0.02494499,0.9965392,0.06734047,-0.04873365,0,0,0,0,0,0,0,1,0.6,0.02206163,0,-0.02494499,0.02528004,0,0.02174113,0.9988064,0,-0.0488446,0.02007016,0,0.9997986,null
2,5,10.04905,0,1,0,0.02202414,1.571568,-0.0249198,0.9965407,0.06724926,-0.04883019,0,0,0,0,0,0,0,1,0.7,0.02202414,0,-0.0249198,0.02525595,0,0.02170292,0.9988016,0,-0.04894093,0.02016658,0,0.9997967,null
2,5,10.06375,0,1,0,0.0219793,1.571526,-0.02491193,0.9965822,0.06713853,-0.04812954,0,0,0,0,0,0,0,1,0.8000001,0.0219793,0,-0.02491194,0.02524938,0,0.02165788,0.9988191,0,-0.04858357,0.01980886,0,0.9998038,null
2,5,10.0716,0,1,0,0.02192586,1.571517,-0.02489262,0.9965851,0.06702986,-0.04821844,0,0,0,0,0,0,0,1,0.9000001,0.02192586,0,-0.02489262,0.02523159,0,0.0216039,0.9988316,0,-0.04832723,0.01989757,0,0.9998021,null
2,5,10.08303,0,1,0,0.02185762,1.571474,-0.0248534,0.9965838,0.06709236,-0.0481597,0,0,0,0,0,0,0,1,1,0.02185762,0,-0.0248534,0.02519433,0,0.02153457,0.9988344,0,-0.04826865,0.01983894,0,0.9998032,null
2,5,10.09439,0,1,0,0.02184593,1.571479,-0.02485354,0.9965854,0.06711342,-0.04809628,0,0,0,0,0,0,0,1,1.1,0.02184593,0,-0.02485354,0.0251948,0,0.02152289,0.9988375,0,-0.04820508,0.0197753,0,0.9998044,null
2,5,10.10564,0,1,0,0.02182099,1.571471,-0.02484643,0.9965931,0.06703434,-0.04804669,0,0,0,0,0,0,0,1,1.2,0.02182099,0,-0.02484643,0.02518839,0,0.02149776,0.9988399,0,-0.04815512,0.0197253,0,0.9998055,null
2,5,10.12287,0,1,0,0.02177669,1.57146,-0.02486945,0.9965705,0.06698421,-0.04858465,0,0,0,0,0,0,0,1,1.3,0.02177669,0,-0.02486945,0.02521267,0,0.02145414,0.9988137,0,-0.04869407,0.01991947,0,0.9998016,null
2,5,10.13801,0,1,0,0.02177196,1.571465,-0.02486052,0.9965588,0.06729702,-0.04839157,0,0,0,0,0,0,0,1,1.4,0.02177196,0,-0.02486052,0.02520388,0,0.02144916,0.9988231,0,-0.0485016,0.01972681,0,0.9998055,null
